Sentence,Label
 no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me,1
yasss bitches im brown,1
 did u steal those glasses haha stupid nigger,1
tolerance what in sharpening knives  years jihadis have been a pain in our a ,1
 musty pussy maggot bitches tryna lick my sac for riches fuckemx,1
 real few things worse than forcing a conversation with a dumb bitch,1
 how paranoid has one person to be to think that fucking yale is a kind of antifa hq,1
 bad bytches prolly got some fucked up attitudes so this oughta yall yall ya looks only carry you so far ,1
 when u start realizing that bae is a hoe ,1
that hoe aint there anymore,1
 lol thats basically like the you got too many hoes curve,1
hit that bitch with a reality check bitches love reality checks,1
 brought to you by bad bitches and good weed,1
 hover parents are the ones who bitch the most about their childrens dependence,1
 her pussy a if she can quote over  boosie quotes,1
pornandroidiphoneipadsexxxx homemade home made my wife rubbing her pussy ,1
 when a bitch look his way ,1
shut the fuck up you fucking cunt,1
 yes hoe you always had the camera,1
 them aint the bitches im talkin bout aint no jungle fever over there lol,1
 i think im addicted to naked pictures and sit talking bout bitches that we almost had,1
 wtf have i missed here my account was hacked and just got it back up and running somebody care to explain whats going on here am i right in saying that the guy who has been playing live saying he is dash berlin aka jeff so whats happened ,0
nobody ever got famous by being a whiny bitch either change the things that make you unhappy or be a whining turdfarmer,1
wishing i could high five whoever named a species of birds great tits,1
 you could have helped mellie you revolving doorshaped head ho you arent quiet when youre balls deep ,1
u on the hit list to bitch kill yo self,1
 lol you can only get in at eden when youre  all the bitches there are fat,1
i would leave my crib and go somewhere but im pretty sure ill die cause if my bitch ass car sliding everywhere,1
i hate twitter just a bunch of sexy bitches i cant have,1
 u still in ur feelings and he in some new pussy,1
 hes a faggot,1
are you nigguhs saying you want donald trump as prez that nigguh dont understand real american struggles ,1
i love flirting with money dont no other bitch get my time or my eye,1
 realest tweet i seen today dyke bitches are rehab for hoesand once im healedback to the dick i go,1
 fuck a closed casket bitch put me with the trees let me rot throw some seeds water me and give me leaves,1
truuuuuuuuue but bitch u fine tho ive been old all my old ass life and thats fine,1
sounds just like leicester mate still what about our porr comrades that live in brighton when there look out there window there see the sight of  thousand queers there all strtting there on the street,1
big red and fat squaw lol my hubby is so funny insidejoke,0
 bitch bye,1
 sure because they are being exposed for their filth amp constant coverups of abuse why do a vow of celibacy amp purity maybe its just a giant sleaze fest at the vatican amp elsewhere just join the priesthood if your a pedo so you can have permission to abuse truthjustice,0
spittin crystal in a bitch face was larry johnsons funniest moment in my book sue me for having a sense of humor,1
 sellin my soul for material wishes fast cars bitches,1
if bradley cooper wins an oscar before ryan gosling does imma cut a bitch,1
 liberals believe in the constitution its just ultra leftists that dont,0
 dammit now im the only one with a fucked up tranny,1
 rezz is a dumb bitch who will get a rude awakening from bnf in mexico lol ,1
having a blast yesterdayshe even had me on the monkey bars tryna kill myself lol ,0
the jig,0
  hes a faggot and i dont like him  im on the other side of the state,1
 boot up for u hoe niggas so girls that take bc are hoes ,1
chill if i ever become president imma ban henny from america for a day just to see you negroes panic gotcha bitch,1
 knwin i heard dat hoe changed,1
  of the black girls at my school are ghetto af ,1
 not just gave k a trash nonbasketball soundtrack yall still have problems with servers ,1
are you single but your pussy is in a relationship,1
 now maam every jawn on here been tryna have they pussy cop a feel on dontes peen,1
oregon losing in oregon ahhhahahaha faggots,1
how you stay faithful in a room full of hoes ,1
 you far asf too nigguh,1
 theres only one bae at the end of the day cause she ride for me unlike you other bitches,1
my bitch cold not average you couldnt fuck my last bitch ,1
 bitch what i dont give a fuck what you say but dont fuckin lie on me you hairy bitch,1
 about to rock this bitch with with our beautiful angelic voices gaffeoke,1
broke bitches make me sick,1
i hate the whole slut hoe thot talk lol given what im sure peoples personal inboxes and late nights look like,1
 what class you in right now i need my headphones for seventh period im serious bitch assmstrophenboum,1
 this bitch just blew my high i was off all of dese drugs,1
cant trust these bitches and these niggas either,1
 bro you just made me want that ho even more what year,1
 all i want for valentines day is a big booty hoe,1
 gucci you conceited bitch i might be cause my chain so bright stevie wonder might see,1
my hoes trippin lol,1
dont give ah fuck about ah bitch or ah nigga,1
i love how hoes be like omg warped tour yayyyyy gaaaaaaaaaaaay,1
manual labor so trash,1
man i just watched that  shades of gay trailer and that shit looked like the wackest movie of all time yall be hyping up trash on here,1
 ah thats shite cant understand why people go to a football match to do their best impression of a mute im trying for tickets in the kop next chance i get because i assume the main stand has more or less the same atmosphere as the kenny,0
 bitches be quick to say let me pull out my phone ,1
i want one ae yous to start something with me tbh but yous are aw pussy shame,1
heartless ass niggah,1
sean kingston look like a facebook dyke ,1
 when a ghetto girl tries to read in class pt lmaooo,0
its a small world and hoes make it smaller,1
those ratchet broads dont represent me but your white ass cant talk trash about them cause you on racist shit black,1
 whipped ,1
 since day  u remember tha bitches in alabama lmfaoo big,1
wcw bitch ,1
i would def call dwight a cradle robbing faggot if i were kobe,1
 u a regular nig u played out b lol ima b ig famousthese days that counts for somethin,1
sloppy ignorance in all my pockets come her lil bitch i want sloppy toppy,1
also its a hiccup to jihadi propaganda they portray themselves as the only ones willing to die for their cause,0
 i got bitches an i know some killlllllas fuck yall,1
 how bitch how fresh,1
 dont hold your breath biased media will just double down on conservatives the public is slowly catching on,0
the water isnt yellow im a healthy student,0
 i see a picture of you smoking such a man of god disgraceful nig you sir are an embarrassment,1
 johns be honest you got hoes in different area codes,1
you wanna watch the game she wanna watch scandal but yo bitch ass didnt buy her another tv so you gotta take da l,1
 your pussy not mine do you ,1
 i need some phenomenal head like someone who was born and breed to eat pussy someone who is an adept when it cums to tong,1
charlie sheen,0
i hate when white trash try to act like theyre my equal it only makes it that much clearer how white trash they are,1
 only the best people maga,0
 thats right niggah netherlands,1
 itni bahaduri interviews mein to hamesha marne ko tayyar rehte ho got scared of crackers lol ,0
this bitch on maury got  baby daddys,1
 nahh whatever you are spook or spic i still dont like you good day,1
and i didnt wanna come off as a bitch so i took another hit now i think im feeling to high,1
 if i look at my bitch she better shut up aint no arguing with niggaz in the street or social networks,1
 wait why did they need a warrant is he currently under investigation pretty sure he is currently not alive,0
only like bitches ran for homecoming but like  running for prom,1
 shes a cunt,1
my twitter app is poo trash,0
 omg her nips ,1
kill la kill was trash,1
dont make me make you fall in live with a nigga like meee the birds  are my favorite songs by weeknd,1
dick so little ugly hoes tryna find me,1
seeing ugly bitches get pregnant lets me know that nigga swill fuck anything with a pussy alcohol is no longer the excuse you was pressed,1
reaper drones pinpoint jihadi john via ,0
 and he proved that all the gun control laws doesnt stop anyone willing to break the law he could have just as easily shot a colleague or student or several lax enforcement of existing laws and criminal minds ignoring laws are the real problem but democrats know that,0
if only everyone knew the real youfakest bitch i know,1
 thanks little bitch ,1
s s s yea i like my money in order bad asian bitch yea she look just like kemora,1
 its funny when sluts say u just mad cause im  real its like no bitch swerve cuz u actually about  water gtfo,1
i made sweet spicy drunken noodles with handmade and handcut ho fun noodles with marinated chickenshrimp my back is hurting,0
now that nicki minaj said fuck skinny bitches watch all these fat bitches come outta no where its time to play,1
asha my bitch doe ,1
 reminds me of oreos lmao,0
 this kind of meme just drives me further away from the conservatives my mother and father are rolling in their proverbialyou know they would be disappointed in the lowness of it all,0
 nawwww if you a hoe you sittin on the floor and not my damn couuuuuch but your birthday is in feb or naa nope,1
 lawd twitter will humble the fuck out of a hoe so quick,1
can really hold phone convos in my house with this trash ass service,1
attention leggings aint for everybody especially you hippo looking hoes,1
yankees  nine straight hits price not your night,0
getting every dolla out this bitch,1
 this guys company had best year everunder obamaconservative teabaggers are scum,0
np shy glizzy awwsome remix feat  chainz aap rocky via ,1
lmao let these hoes be hoes aint no savin nem,1
my sister said my step mom is a cunt i love my sister ,1
 you will and hes gonna get all dem bitches ,1
 bitches be thinking they are soooo out here like no your just an everyday average instagram bitch,1
 describing new pussy like a baltimore love thing out this bitch,1
i wish my brother would stop bringing dirty bitches in my house,1
 bitch dont nobody care,1
 that bitch lebron counted to like  he aint eem give miami  yrs ,1
 when you die but a bad bitch walk in yo funeral ,1
 i could fuck a bowl of graham cracker cereal,1
me thinks genesis is a negro who thinks he s from the line of adama troll confused black and prowling stormfrontso make the revelation genesis what are you really up to ,1
 bitch you know you wont this ,1
they re a waste of space and they re filthy tax payer robbing mentally challenged primitive unintelligent cultural trash ,1
 gemini doesnt really look back at their exs some things just look better in the trash,1
 red flags shes a professor at a liberal school and shes unable to have healthy relationships with men translation shes an antifa dyke out to stop a conservative judge and president trump even if she has to lie,1
pussy boy gone die a bitch,1
 i still aint got the time for a bitch to be acting iffy ,1
 yall fucking trash boyy gladbagflow,1
if you aint a hoe get up out my trap house ,1
fuck a bitch flip a brick,1
 dont be a stupid fucking bitch me to stupid fucking bitches,1
pussys only pussy an i get it when i need it,1
indirect ass little bitches like you know my fucking number and where i live,1
 no cpt commando is a hoe and a cocksucker,1
 the scary super experienced knowledgeable members of antifa is no match for sarcasm serious question is why the left leaders manipulate the unintelligent inexperienced youth groups its form of taking advantage abuse of the unwary weak ,0
quit blowing up my feed bitches,1
nice base running again by the fucking ponderous,1
 dont be mad at me for telling facts be embarrassed at urself for acting like a bitch,1
and dont come to my mf house honking ur damn horn get tf out the car ring my bell bitch,1
 these the kids that call you nigger on xbox ,1
 you dont want to play csgo youre a bitch no i wont play fucking league of legends that game is shit i,1
 man fuck flappy bird ,1
pornandroidiphoneipadsexxxx closeup pussy fuck close up ,1
my mother even bitched his bitch ass ctfu,1
 omg i dont even know where kimlau sq isi would been likelook a bird then ran for the hills lol,0
 when you tryna get bitches on linkedin ,1
 im viswa moulie i wanna be ur friend please shall i ,0
 my mentallity being a flaming fag is a serious mental issue,1
 yo bitch stay lookin like a clown,1
 your bitch in houston,1
 i love it that the wet liberals are so frightened by the us and yet are so keen to deal with the nondemocracy that is europe,0
 hes am has no clue heeb,1
that stupid bitch karma best pay up,1
technology aint doin nothing but making these hoes look better,1
when they bitch about carbon emissions tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere,1
 ugly dyke,1
 if ur mine its obvious people are gna hit on u cause ur obviously attractive but if u flirt back its a problem bitch,1
 fucking faggots they thirsty for eachother they probably fuck behind redemption,1
trust me seattle we give thanksgiving its due a huge flightless bird dream come true for european bird eaters,0
iggy is trending twitters trash today,0
you you cant get no money silly hoe,1
 could be wearing a trash bag and shed still be the stylish and coolest human i know,0
 damn took this dumb spic nearly  days to respond wuz really good tho beaner,1
 unt really fucking suck this year smh how did they get right back to trash in one season,1
well now that im basically gone full retard lets get blasted,1
working saturday is for the birds fml,0
you lil stupid ass bitch i aint fucking with you,1
tony parker is making norris cole his bitch with the one on one or just takin him off the dribble an breaking some damn ankles gospursgo,1
katey an voka made the hoes in the background popular,1
yo pussy been through it for the  scrapehouse visits ,1
 she herd i was a dope boy i herd she was a gold digger all i know is she a real bitch so i fuck her like a real niggah ,1
twice divorced teabagger florida attorney general says marriage is reserved for stable enduring family units ,0
 i know she a hoe if she believe in astrology ima make a sign for that,1
 lou gehrig had  hand fractures in his career played in  straight games ironhorse yankees ,0
 thank you greatest president of all time maga,0
gators bitches better be using jimmies,1
 shut up bitch it ainn complete witout money melle n it,1
 dumb ass wear a helmet next game,1
 these hoes be acting up,1
 ok seriously fuck the people who slam on their breaks when the light turns yellow floor that shit bitch,1
 i think the fbi should do the original interview they scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left put her under oath and attempt to get the truth she will be protected by liberals in congress,0
i watch fights on gay parade in budapest together with my friends from hungary we were together on vacation in one croatian island it was great to watch how hungarian nationalists were smashing gay parade btw i have some hungarian blood my grandmother was hungarian kitartas ,1
 how could u do this to me bitch potent,1
 on sale ass hoes,1
 tierra marie im the princess of the roc rihanna yall get a good pic cause this bitch aint gone be here long http,1
 toto means ass or vaginai think pussy cause toto santi is like nasty pussy,1
 i got bitches geekin sneakin cocaina cross the customs ,1
cuz you a hoe fair exchange yall have sex with a dude then he buy you a bag or pay your rent whats that,1
 im on my yu shit using linkedin at work b lmfaoo bagging them linkiden hoes lol,1
autocorrect makes my hows life change to hoes life what the duck,1
 hows her go fund me page working kamala rama lama dingdong i believe you anita or is it antifa the left is off the rails and heading downhill with a load full of crap keep drinking and smoking your meds,1
 not only the antifa got quite alot israel supporters youll find israeli flags at the right winger protest just as well oh the irony ,0
 stop being a hoe so i can love you ,1
 thats a good choice except all the whale bitches youd fuck would get pregnant,1
 goodell and my lions both suck,1
norwalk ghetto af lol all of a sudden everyone a dodger and raider fan,1
 idk you into mouthy spics on welfare with  kids and  baby daddys,1
if a bitch bit my dick id probably beat the shit out of her,1
 ur fucken lame bitch ,1
sorry jb fanreally justin come back that is the top comment on a justin timberlake video with  million views son of a fucking bitch,1
 like no bitch you didnt make the cut,1
 real bitches who really hungry wont be out here arguing with bitches on twitter straight flexin,1
 fucking over your guaranteed pussy trying to get some more pussy will end you up with no pussy,1
international law enforcement operation disrupts shylock banking malware pcworld international law enforcem ,1
lmao redskins turnin up,0
why was jorge zimmerman arrested do prosecutors have a witness that saw zimmy attack traytray are they afraid of the hoodie pussies,1
 ouuuuufffff you will see pussy,1
ill never let a broke bitch influence me ,1
 this was a poor comparison jay z literally said he fucked nas baby mom and left the condom on his daughters baby seat cardi and nicki are fighting for what,1
you know what they say the early bird gets the worm puts gummy worms in your morning coffee,1
emd hoe,1
 cheating and having hoes gets old everyone should want to reach a point where theyre mature enough to stay faithful ,1
 i will never date a female with another niggah name on her lol wtf ,1
 he is very perceptive sweetie,0
 then bring your bitch ass to town east bitch,1
yo im not a bitch but dont take my order right and i will fucking become one,1
 he should i got tired of hearing how he can eat pussy  ways like damn ,1
   lbs aint thick bitch you a fucking warthog,1
ill let u clam on top and let dat nookie pop im in dat cookie jar i aint no rookie girllll,1
pornandroidiphoneipadsexxxx hairy hairy pussy ,1
 this guy is absolutely not as slick as he thinks he is,0
 back to these hoes tho,1
its beanie weather bitches ,1
 bout to be in ike a couple hours,0
 nigga then how can you say bo is the best cod ,1
 no bitch,1
 yo motherdedication hoe rich homie tono feat childish miguelito young pattycoming soon sorrythewait,1
 thats my lil nigga in the middle i was locked wid bitch,1
 comeover here then bitch,1
 darkskin girls ugly ass bitch,1
i was given the same number as mean joe greene in high school but was never as tough as that son of a bitch respect,1
lmao the drose adidas are lighter than my phone shit is retarded,1
 this bitch ugly in person,1
bad bitches every where,1
 im about to go on be the devil catfish some hoes,1
 omg youre a nigger,1
so my mom told me she put my drug paraphernalia in the trash the shitty life of a stoner with a cop mom im pretty upset,1
 worst movie you can think of fan that fucking trash netflix be posting shit that looks like a porno,1
trust noneeee bitch i dont ,1
deandre jordan banged dat bitch,1
cay said well bitch i thot you was on house arrest so you aint walking no where omg i hate her,1
 what can i say im a stubborn son of a bitch,1
 smh and henny too beer trash af end of story,0
a  jesus take me now bitch you go for a  and mc donalds fuck out the spot,1
my down bitch my crime partner ima bitch when he get mad my lil doctor ,1
i hate them ever since i once got beaten up by  of them real hero s since then i because nazi,1
classy rich family kids doing drugs and tryina be all ghetto and shitwhile actual ghetto poor kids looking for education to get outta there,1
 i could go for a fat ass bitch on my lap same,1
niggas need to learn to ride for there homies not for the crew hoes smfh,1
 my bitch bad she from the island,1
i remember when it was watch out for her she has cooties now its stay away from that hoe she has herpes,1
 me bitch,1
charlie and i love that dog ,0
 brittany bitch u my dog man ,1
 shes dead ass serious too smdh,1
 nah these bitches up harbor city ,1
 just me or are there a lot of tweets from media tonight about election night food for the record cheese crackers ,0
please shut up hoe im honestly a nice person,1
lmaoooo no shade taken its swahili for ho and like densuaw lol,1
search the terms obama and twinkie and get a bunch of people rehashing the same handful of jokes while having no idea why hostess failed,1
never seen purple bird poop until today lol ,0
who does your hair only asking as my pussy is getting bald and i am thinking of trying some new combover to hide the worst of it oldageproblems maga ,1
karmas a bitch huh,1
 stop being a pussy,1
 an ohio inmate sums up what lebronjames return means for cleveland leb,1
 eli is what he is at this point average at best,0
 did you attend governor abbotts meetings on solving gun problems in school i guess not i did there were excellent discussions on using guns to protect amp defend whats your point you stand for gun control amp  of real texans will not have their guns taken away,0
bitches been thotting so long when they get exposed to something decent they get overwhelmed,1
 why did they add your name all ghetto like that looks like they used label maker lol,1
one thing i never did and thats love a bitch cuz im drillin shit i only love my clique,1
 or feet yea i got big hands lol im a big bitch  lol im not gon have small hands ,1
 the team even know he is ass,1
 go to sleep bitch,1
 u smokin that  bitch,1
im not defending ray rice but that double standard is a bitch aint it ,1
so weird how the word cunt is offensive in other countries yet in this country its a reference to somebody like whos this cunt,1
 youre just a pussy,1
its funny when u get a black female mad they start acting ghetto then a bitch,1
 do you have run support data im guessing nola has gotten more everything equal i go with wins but his season is just so good i think he is the exception,0
 stupid bitches cant handle the johns,1
 to fez your nipples couldnt be covered by two trash can lids ,1
 bout time some of these chicks dont want a man they just want support tell that bitch to get a bra,1
how you just gon start some mess and try to break up that man home for  racks ill kill that hoe for breezy fam,1
mum told me about that guy from one direction puffin on the dutchy nd i was like so least the cunt isny a mad smackhead,1
i always thought it was be fun to put on a minstrel show a little entertainment showing things how they really are without blackjewfag involvment if it ever gets put together i ll be sure to tape and and pass it around for all to enjoy,0
 just read that flaming pile of garbage you wrote and the national review calls an article why are liberals losing their minds when the president is being investigated for collusion with a foreign government why is he nominating anyone for a supreme court appt,0
 ill do it in the uk fag means cigarette and a faggot is a bundle of sticks you homo,1
 bitch nigga qualities is all you can provide ,1
first thing to do during the zombie outbreak sell my hoe,1
matt cancer free gotta hoes throw him some booty before his bedtime,1
 these bitch niggas couldnt live my cold lifetyle,1
hazlenut coffee and graham crackers every morning ,0
 man what about wilson being the nd black qb to win a chip talkn about trash talk no shine for russell,1
 good pussy change ya life ,1
 i just wanna state for the record that i dont have any hoes ,1
 bitch we could have went to als but noooooooo ,1
yes bitch you still in love in rich she lying,1
 squad up bitch nigga ,1
now im listening to lil spook getting the good kinda sad imma be single this fall i know youll getting annoyed with me on your tl but aye,0
 i gots to be bein colored and all,0
 fake news spewing lies again patriot voters do not approve of kaepernick and his socialist nike ads,0
 damn i just got called a hoe,1
 hes a hoe lmfao arent they all smuts lmao,1
i just got so hype haha lets go beat the shit out dat pussy ass niqqa,1
 true life im an emotional clingy bitch,1
senior privileges bitch,1
all hoe money is gooooooooooood,1
 im  fag ,1
 it is we be thugging on these bitches too hard now days,1
its one thing to be a hoe but a ratchet hoe bitch please take a seat _,1
theres gotta be like  white trash motherfuckers living in that house and i dont think any of them have a job,1
 thats true in some ways gaming is very broad now a days tho everyone is a gamer with candy crush and angry birds,0
 hits blunt if a guy talk to  girls is he a hoe or does he have hoes ,1
 oreo shake ,0
 i like where ur domes at smart,0
sarcastic cunt yes,1
what manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized cursed brethren and say,1
sombody bring me some pussy,1
taria the filterless sisdari the angelic sisim the big bro lol and jigg lil bro,1
 cause theyre assholes,1
  sex positions this what u call fucking the soul outta bitch ,1
see bitches ruin sports kobe dont play no damn football either you was looking to be mentioned for stupidity or ya momma a hoe or both,1
ay yall heard that rich gang tape thou that bitch on flame,1
 water polo is so fucking hard respect yeah if youre a pussy,1
this bitch sounds like shes gettin raped by othercats lmfaoo thefuckkkk closing the window whore cats,1
fuck this i need a fat bitch these skinny bitches aint hungry for da mula hahaha,1
omg this bitch is fucking stupid i swear blah blah blah a week later omg ilysm bae ur my best friend i swear,1
 lmfao how side bitches be when you scoop them up in the daytime ,1
 in this tweet is a whole lot of conservatives calling for a victims head on a fake account yall keep being awesome citizens s jfc most of you belong in jail if you act the same way irl lockthemup kavanope,0
 lol lil bitch,1
i hope out making they moneyylol aye whr da hoes at,1
yoga has been around for ages and these bitches just now figuring it out,1
w bitch,1
same niccas tryna be around me the same niccas that used to down me,1
 my lrt im dydinv g she is beautiful,0
lmao lowkey peyton manning trash,1
 you niggaz get so emotionaaaal you remind me of my bitch,1
 grown men wearing jerseys with other grown mens name on them dont forget your fucking pom poms,1
 go home bitch,1
summer time bitch always wild ,1
i swear a nicca sleep but im up tired as fuk,1
heres a fun fact trumps approval ratings in texas have gone up  percent from february to june maga ,0
 thats why god made brownies to replace boys,0
these niggas out here bitchin tell em suck sumn these bitches see my vision tell em fuck sumn,1
 i love my family but i wouldnt even need water to pop that red pill that hoe is getting taken swiftly ,1
 fantastic the alamo is sacred to us she is a blight on the history of time better left erased ,0
bitches always like you got hoes i be like duhh im tryna make you one of em nbs,1
 you dumb bitches still think pretty is everything keri looks better than beyoncé keri probably know she do too but guess ,1
 someone who claims theyre a bad bitch shouldnt get offended so easily,1
jon stewart takes a crack at stupid teabagger moron rick perry and his gayalcoholism commments ,1
nationalcatday sure celebrate over  billion bird deaths and blame it on climatechange you fuckin commies,1
 lowkey have no hoes and my life is an l,1
 females are more thirsty for attention than males are for pussy,1
 happy halloween bitches katiedodds halloween cle ,1
 bitch shut up men are talking an ,1
 yes do hurt your selves gun control freaks,0
i dont got no type bad bitches is the only thing that i iike,1
 yellow rice black beans and pork chop sis,1
 haha  i would go for the s  those fag colors are reserved for ,1
nowplaying great white once bitten twice shy on thearrow ,0
not ya grandma brownies wink wink ,1
 the youre going have  kill crackers their babies new black panthers credibilityshot fergusonriot justicemikebrown,1
i got bitches nervous like virgins flirtin wit uncle mervin,1
 only fuck niggas would wanna continue to mess with these messy ass bitches vs somebody who has been down for them all a,1
 yall some pussy ass niggas,1
  its been widely reported this is just one source only those with a vested interest in the status quo would willfully ignore the issue,0
 stupid ignorant bitch stopped by chickfila in the woodlands to support a great business ,1
 my pussy is totes adorbs when she jumps on my bed with litter stuck to her the cat is fucking annoying when she does it,1
 i wanna eat weed brownies but then i ask my self if i really wanna spend countless hours watching a documentary on sea tu,1
 totally agree with you with the double standard why is there always a sexist argument when it involves serenashe is not the shining light of the wta carlos was just doing his job serena smashed her racket and had three audible obscenities against ramos shrug,0
tell them lie speakin lips they should try pleadin ths more often bitch and refer to me as your awesomeness,1
eyebrows up and down like wall street homes yall bitches wilding with pencil ,1
 mostly move ya dumb bitch haha,1
josh youre a hoe ,1
 niggas probably be watching me like look at this uncle tom ass rasta,1
 thank you yes she is,0
 i said your name bitch so yes you fuck boy,1
yea randy that white  changed my whole mind that hoe nice,1
 in fact were i to start a forprofit university this would be the sole requirement for graduation,0
real talk not being byes or nothin the whole nfc south glad bag trash this year none of the teams have a chance making it to the playoffs,1
money has bin on my mind lately so i think its time to leave the hoes alone and get with the program ,1
i look like a dusty bird today,0
been a trill nicca since a lil nicca,1
twinkies are so unfilling which is odd because they are filled,0
 im feeling pretty fuckin ghetto smh,1
 go pray in a church or something fag no one cares about your religious bullshit,1
 yankee ,1
 thats a good thing let just hope your gal frend has a lawyer coz she is about to do some make over for yoll ,0
bitch dont talk yo shit then say you on papers when a bitch trinna get down you a straight fag bitch foe dat scary ass hoe,1
motherfuckas tryna hate on my whip acting like they got cooler interiorlight up speakers hell nah bitch boys ,1
 if he tell u that u got some good pussy but he never try to hit again what that mean,1
 these bitches bound to get hurt cause a lotta these niggas be playinhell yeah,1
ahaha pussy is king,1
 damn my niggah side bitch got him making her a sandwich ,1
 burn forever bitch,1
 niggas be trippin about they shoes in clubs tf u wear them hoes for nigga all my shoes club shoes ,1
try rexs new water roasted tomatopotato sawdust crackers loaded with enough sodium as to make lots wife look unsavory only  a box,0
like out of no where youve become an inconsiderate bitch and im beyond done with your shitty attitude backup,1
 the next call will be to immigration w your id your sex reviews your ad bitch i warned you you lie i have facts ,1
 i swear to god whitney is a regina george wow im a bitch ,1
looks over at oomf does pretending to have no bitches really work or nah,1
do it do it youll still e a fag but do it ill pass heidi ,1
 high flyers crr militia boner squad ball sack weiner fc anal brownies,1
 im still where that giant muk shit eats that candy with ceasar clown,1
 peace bitch ,1
 thought to myself sheebasheeba got my ass lookin like a zebra,1
not protected in the state of utah there is no fear of queer couples forcing churches to marry them they do not legally have to do so,1
 ayo take this pic for me fam hell yeathe hoes gone like that one ,1
 bitches love my laughlol,1
damn karlie redd now all these hoes done seen your man junk,1
i swear to god i hit  licks im lil b and im not no bitch when im off that dope i rob my bitch ,1
 best casting announcement since riker was on it so excited love her so much met her twice she is just the sweetest,0
 i want someone i can call my own without another bitch staking claim on him simultaneously,1
 i bet its higher than that why do you think all women are hoes not all of us are hoes ,1
paceys just told me about how flash was touching himself and he was turning yellow and black whatwashedoing ,0
youre all niggers,1
 dax we dont love these hoes,1
 im an early bird and im a night owl so im wise and have worms,0
rule number  never fuck wit ah bitter babymama dey gon spray u str up erica u losing cool points hoe,1
 trump promotes all people you as well at lest they dont have blm signs or are dressed as antifa and beating people these are patches and i look at everyone defensively the way cool patch was the love guns and titties walkaway maga trump,0
wcw all the bad bitches ,1
 that was back when nigger music was decent,1
wait a min you nigga bitch lol fuckthesteelers httr i dont give a damn if it cont ,1
 sike nah that bitch be havin me buggin,1
cy girls is where its at and you bitches need to get with it,1
 ima act like i hit that hoe then pass it like i was earlier,1
yankee pinstripes might be the best unis in the mlb but the gray road ones are the worst cc looks like an elephant trapped in a circus tent,0
 yall lucky dmx stopped makin music id still be barking at these hoes foo,1
 niggers fell off,1
helga was a bitch and for what reason heyarnold,1
 shes vile amp hateful amp just not funny she needs to stay out of the news for the next  years until none of us remember how terrible a person she is,0
ima be even pretty julisa work magic on bitches lol i keep stalking her ig to see how perfect i want my braids its hard to pick,1
dropped all my hoes hold on let me pick these bitches back up a nigga was sneaking and geekin ,1
 yet you guys spent the best part of  years speculating obamas birth hypocrisy is the trademark of conservatives it seems,0
playing with my money is like playing with my emotions niggas dont believe i guess we going to find out then hoe ass niggas,1
 shut up fag,1
my aunt said im handsome fuck you hoes,1
excuse me heres your nose i found it in my business hoe,1
 lady bligh is my bitch i got  natty daddys in my fridge turnup,1
niggas be impregnating the most basic of bitches no job dont know how to drive a car no money no house n wonder why they miserable,1
sometimes i just want someone to bitch to about a shitty day,1
salute a real nicca ,1
 lol cracker,1
whos pussy better then a crazy bitch,1
 they dont make rb like this anymore dudes used to make you feel good about busting it wide open not call you a hoe ,1
you will never get a if you dont know how to cook for ya man fr atleast not from a nigga like me slackin ass bitches,1
 it aint no hoe in my blood ,1
 bitch in the middle look like a daddy long leg ,1
i guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie ,1
 im still gonna smack the fuck out them they trying to act hard over twitter haha pussy ass niggas,1
 biden was a winner last night yea right like charlie sheen really was a a winner too winning lol,1
 my nerves are being worked cos of my monkey ,1
i can see ya hoes all of em nothin,1
everyone thinks of you as a hoe so idk why youre trying to talk ,1
 me too her wedding was the best she is very pretty,0
 if u acted like a hoe after we broke up im not wrong for thinking u were a hoe all along,0
omg dr cruz is now reminding me of mary ann moreno bitch swooped in out of nowhere and changed the dress code no dark scrubs or sweaters,1
top knotch hoes get the most not the lesser,1
lmao on the play getting pussy is so easy when they believe youre omar eppss brother or the steelers head coachs son,1
hoes gone be hoes but thats none my business ,1
if you would have followed george washington in  it means that youre white trash,1
 lay in it brother im a honky,1
glenladen got life flight to osu and they are saving him dont mess with the birds respect,0
 hoe,1
if ashton is trash then what does that make me come on guys someone like ashton cant be trash he makes too many people smile,1
holy fuck yall are little bitches its like  in san antonio stfu,1
i dont get what standing on ya tip toes does for these pics these hoes be taking,1
im making a tshirt it says keha the white trash slut i wish i was for teenage girls with shitty tasted in music,1
im glad to see that broads are still into the faggot look when it comes to picking dudes,1
according to my brothers ipod its december  if so i predict that mickey mantle of the ny yankees will announce his retirement march ,0
 bitches be talking about they ride or die with every nigga they talk to bitch you done died like  times already,1
im tryna turn ms to bs in this bitch,1
can i double stuff your oreo,0
 i want some taco truck tacos brenda her mom be having them bitches smacking,1
 why these hoes acting like they not getting fucked sucking dick but i aint saying nothing ,1
the word bitch dont apply to all women but all women got a little bitch in em,1
 js met a lil bitch wit a long name mufucka had more letters den tennessee i go gorilla ina pussy rip,1
 youve got too many newyork liberals moving into the state i see it in my town,0
 run up on a nigga get to squeezing hoe hahaa,1
